index,data
2296,6883
2297,6876
2298,6883
2299,6876
2300,6894
2301,6883
2302,6869
2303,6860
2304,6876
2305,6847
2306,6876
2307,6863
2308,6894
2309,6847
2310,6883
2311,6894
2312,6883
2313,6881
2314,6890
2315,6874
2316,6887
2317,6890
2318,6867
2319,6894
2320,6867
2321,6890
2322,6869
2323,6876
2324,6883
2325,6890
2326,6834
2327,6863
2328,6887
2329,6869
2330,6874
2331,6883
2332,6860
2333,6876
2334,6874
2335,6867
2336,6883
2337,6890
2338,6874
2339,6869
2340,6890
2341,6881
2342,6876
2343,6860
2344,6854
2345,6883
2346,6876
2347,6869
2348,6894
2349,6876
2350,6869
2351,6869
2352,6883
2353,6856
2354,6901
2355,6867
2356,6901
2357,6887
2358,6876
2359,6867
2360,6890
2361,6874
2362,6863
2363,6860
2364,6883
2365,6869
2366,6894
2367,6854
2368,6890
2369,6863
2370,6883
2371,6874
2372,6867
2373,6876
2374,6874
2375,6874
2376,6834
2377,6876
2378,6883
2379,6883
2380,6860
2381,6869
2382,6869
2383,6860
2384,6887
2385,6863
2386,6869
2387,6876
2388,6869
2389,6883
2390,6867
2391,6894
2392,6918
2393,6881
2394,6863
2395,6854
2396,6883
2397,6883
2398,6876
2399,6876
2400,6887
2401,6894
2402,6869
2403,6856
2404,6876
2405,6883
2406,6876
2407,6856
2408,6890
2409,6894
2410,6876
2411,6874
2412,6874
2413,6876
2414,6883
2415,6894
2416,6890
2417,6869
2418,6901
2419,6894
2420,6869
2421,6863
2422,6883
2423,6883
2424,6887
2425,6903
2426,6881
2427,6867
2428,6854
2429,6876
2430,6881
2431,6867
2432,6863
2433,6883
2434,6883
2435,6883
2436,6876
2437,6876
2438,6890
2439,6854
2440,6890
2441,6876
2442,6876
2443,6901
2444,6860
2445,6869
2446,6874
2447,6847
2448,6854
2449,6860
2450,6860
2451,6894
2452,6863
2453,6860
2454,6887
2455,6876
2456,6883
2457,6883
2458,6860
2459,6874
2460,6874
2461,6856
2462,6847
2463,6869
2464,6854
2465,6869
2466,6925
2467,6894
2468,6883
2469,6876
2470,6867
2471,6883
2472,6883
2473,6876
2474,6869
2475,6883
2476,6874
2477,6860
2478,6860
2479,6887
2480,6883
2481,6894
2482,6860
2483,6874
2484,6894
2485,6883
2486,6881
2487,6869
2488,6876
2489,6883
2490,6876
2491,6876
2492,6856
2493,6890
2494,6883
2495,6890
2496,6869
2497,6869
2498,6860
2499,6890
2500,6881
2501,6876
2502,6867
2503,6890
2504,6894
2505,6890
2506,6883
2507,6890
2508,6874
2509,6869
2510,6860
2511,6869
2512,6881
2513,6894
2514,6856
2515,6869
2516,6867
2517,6869
2518,6854
2519,6890
2520,6874
2521,6894
2522,6869
2523,6869
2524,6860
2525,6883
2526,6867
2527,6876
2528,6881
2529,6869
2530,6867
2531,6854
2532,6869
2533,6901
2534,6860
2535,6860
2536,6881
2537,6903
2538,6887
2539,6860
2540,6903
2541,6894
2542,6876
2543,6874
2544,6890
2545,6894
2546,6883
2547,6890
2548,6894
2549,6883
2550,6840
2551,6890
2552,6894
2553,6876
2554,6883
2555,6883
2556,6876
2557,6869
2558,6887
2559,6874
2560,6869
2561,6854
2562,6869
2563,6883
2564,6896
2565,6867
2566,6869
2567,6860
2568,6881
2569,6847
2570,6887
2571,6883
2572,6876
2573,6876
2574,6883
2575,6887
2576,6867
2577,6887
2578,6883
2579,6881
2580,6883
2581,6876
2582,6840
2583,6887
2584,6863
2585,6894
2586,6883
2587,6869
2588,6887
2589,6890
2590,6890
2591,6856
2592,6876
2593,6860
2594,6863
2595,6883
2596,6894
2597,6869
2598,6894
2599,6863
2600,6876
2601,6887
2602,6894
2603,6863
2604,6890
2605,6883
2606,6887
2607,6874
2608,6887
2609,6863
2610,6883
2611,6854
2612,6890
2613,6874
2614,6876
2615,6874
2616,6890
2617,6881
2618,6856
2619,6876
2620,6883
2621,6894
2622,6874
2623,6894
2624,6887
2625,6854
2626,6863
2627,6881
2628,6876
2629,6876
2630,6890
2631,6894
2632,6876
2633,6883
2634,6874
2635,6869
2636,6881
2637,6869
2638,6881
2639,6867
2640,6894
2641,6867
2642,6847
2643,6856
2644,6854
2645,6894
2646,6867
2647,6903
2648,6874
2649,6860
2650,6863
2651,6914
2652,6856
2653,6876
2654,6854
2655,6860
2656,6874
2657,6874
2658,6840
2659,6883
2660,6867
2661,6890
2662,6876
2663,6890
2664,6847
2665,6840
2666,6847
2667,6874
2668,6874
2669,6881
2670,6894
2671,6894
2672,6863
2673,6881
2674,6860
2675,6856
2676,6874
2677,6876
2678,6840
2679,6881
2680,6869
2681,6890
2682,6887
2683,6876
2684,6860
2685,6869
2686,6860
2687,6867
2688,6874
2689,6883
2690,6847
2691,6843
2692,6883
2693,6894
2694,6883
2695,6860
2696,6867
2697,6860
2698,6874
2699,6883
2700,6860
2701,6883
2702,6869
2703,6869
2704,6890
2705,6854
2706,6876
2707,6883
2708,6881
2709,6894
2710,6854
2711,6874
2712,6876
2713,6874
2714,6883
2715,6894
2716,6840
2717,6863
2718,6869
2719,6890
2720,6854
2721,6887
2722,6876
2723,6876
2724,6883
2725,6883
2726,6883
2727,6847
2728,6863
2729,6883
2730,6883
2731,6856
2732,6876
2733,6883
2734,6876
2735,6876
2736,6883
2737,6860
2738,6887
2739,6887
2740,6869
2741,6887
2742,6881
2743,6894
2744,6876
2745,6863
2746,6881
2747,6874
2748,6856
2749,6867
2750,6847
2751,6867
2752,6881
2753,6867
2754,6883
2755,6887
2756,6894
2757,6883
2758,6863
2759,6863
2760,6876
2761,6887
2762,6867
2763,6887
2764,6876
2765,6883
2766,6876
2767,6890
2768,6890
2769,6869
2770,6874
2771,6894
2772,6863
2773,6874
2774,6883
2775,6874
2776,6863
2777,6863
2778,6903
2779,6890
2780,6847
2781,6860
2782,6876
2783,6867
2784,6876
2785,6883
2786,6881
2787,6883
2788,6863
2789,6890
2790,6854
2791,6876
2792,6869
2793,6869
2794,6894
2795,6869
2796,6883
2797,6894
2798,6876
2799,6854
2800,6876
2801,6881
2802,6869
2803,6860
2804,6856
2805,6883
2806,6883
2807,6881
2808,6874
2809,6849
2810,6876
2811,6881
2812,6876
2813,6863
2814,6894
2815,6869
2816,6881
2817,6860
2818,6867
2819,6887
2820,6894
2821,6890
2822,6863
2823,6854
2824,6869
2825,6867
2826,6881
2827,6867
2828,6860
2829,6860
2830,6867
2831,6901
2832,6874
2833,6869
2834,6863
2835,6881
2836,6883
2837,6890
2838,6874
2839,6894
2840,6847
2841,6910
2842,6860
2843,6860
2844,6894
2845,6894
2846,6894
2847,6854
2848,6874
2849,6854
2850,6876
2851,6867
2852,6903
2853,6890
2854,6869
2855,6867
2856,6883
2857,6863
2858,6876
2859,6874
2860,6890
2861,6854
2862,6876
2863,6863
2864,6881
2865,6876
2866,6854
2867,6854
2868,6876
2869,6890
2870,6881
2871,6854
2872,6874
2873,6890
2874,6860
2875,6867
2876,6876
2877,6869
2878,6869
2879,6881
2880,6874
2881,6901
2882,6883
2883,6856
2884,6876
2885,6881
2886,6883
2887,6876
2888,6883
2889,6876
2890,6894
2891,6867
2892,6903
2893,6876
2894,6876
2895,6856
2896,6869
2897,6874
2898,6849
2899,6854
2900,6883
2901,6867
2902,6854
2903,6874
2904,6867
2905,6869
2906,6876
2907,6876
2908,6883
2909,6867
2910,6883
2911,6883
2912,6869
2913,6874
2914,6876
2915,6887
2916,6883
2917,6854
2918,6867
2919,6876
2920,6867
2921,6869
2922,6887
2923,6883
2924,6860
2925,6883
2926,6876
2927,6883
2928,6867
2929,6869
2930,6856
2931,6883
2932,6856
2933,6863
2934,6876
2935,6863
2936,6860
2937,6874
2938,6883
2939,6856
2940,6890
2941,6843
2942,6869
2943,6867
2944,6883
2945,6894
2946,6883
2947,6867
2948,6860
2949,6856
2950,6856
2951,6840
2952,6876
2953,6876
2954,6867
2955,6883
2956,6876
2957,6856
2958,6856
2959,6869
2960,6854
2961,6883
2962,6876
2963,6876
2964,6874
2965,6883
2966,6894
2967,6876
2968,6849
2969,6876
2970,6887
2971,6883
2972,6876
2973,6887
2974,6890
2975,6863
2976,6860
2977,6894
2978,6876
2979,6903
2980,6883
2981,6876
2982,6869
2983,6876
2984,6854
2985,6860
2986,6876
2987,6867
2988,6890
2989,6883
2990,6887
2991,6876
2992,6890
2993,6881
2994,6883
2995,6869
2996,6867
2997,6883
2998,6876
2999,6876
3000,6894
3001,6883
3002,6883
3003,6883
3004,6867
3005,6867
3006,6876
3007,6903
3008,6869
3009,6867
3010,6876
3011,6887
3012,6881
3013,6863
3014,6890
3015,6869
3016,6883
3017,6901
3018,6863
3019,6883
3020,6883
3021,6876
3022,6876
3023,6869
3024,6876
3025,6869
3026,6883
3027,6854
3028,6883
3029,6903
3030,6854
3031,6883
3032,6847
3033,6874
3034,6843
3035,6827
3036,6883
3037,6883
3038,6903
3039,6876
3040,6876
3041,6869
3042,6834
3043,6867
3044,6874
3045,6869
3046,6883
3047,6863
3048,6903
3049,6876
3050,6887
3051,6876
3052,6901
3053,6876
3054,6881
3055,6854
3056,6863
3057,6840
3058,6883
3059,6876
3060,6890
3061,6854
3062,6874
3063,6894
3064,6869
3065,6847
3066,6854
3067,6894
3068,6860
3069,6874
3070,6883
3071,6883
3072,6874
3073,6883
3074,6894
3075,6867
3076,6887
3077,6883
3078,6876
3079,6874
3080,6867
3081,6874
3082,6883
3083,6894
3084,6876
3085,6854
3086,6901
3087,6874
3088,6881
3089,6867
3090,6883
3091,6881
3092,6860
3093,6860
3094,6894
3095,6863
3096,6854
3097,6874
3098,6874
3099,6876
3100,6890
3101,6869
3102,6890
3103,6874
3104,6894
3105,6867
3106,6843
3107,6869
3108,6890
3109,6874
3110,6931
3111,6863
3112,6869
3113,6894
3114,6869
3115,6876
3116,6863
3117,6896
3118,6874
3119,6854
3120,6869
3121,6856
3122,6867
3123,6869
3124,6867
3125,6860
3126,6883
3127,6874
3128,6874
3129,6883
3130,6883
3131,6890
3132,6887
3133,6890
3134,6876
3135,6890
3136,6867
3137,6874
3138,6854
3139,6874
3140,6890
3141,6890
3142,6840
3143,6867
3144,6867
3145,6883
3146,6869
3147,6847
3148,6874
3149,6887
3150,6883
3151,6881
3152,6854
3153,6883
3154,6849
3155,6847
3156,6896
3157,6883
3158,6840
3159,6881
3160,6854
3161,6883
3162,6860
3163,6860
3164,6883
3165,6860
3166,6876
3167,6847
3168,6901
3169,6867
3170,6894
3171,6896
3172,6876
3173,6901
3174,6881
3175,6883
3176,6854
3177,6876
3178,6867
3179,6874
3180,6901
3181,6860
3182,6867
3183,6890
3184,6867
3185,6869
3186,6860
3187,6856
3188,6869
3189,6887
3190,6847
3191,6863
3192,6869
3193,6867
3194,6863
3195,6863
3196,6869
3197,6869
3198,6874
3199,6890
3200,6863
3201,6874
3202,6867
3203,6894
3204,6876
3205,6887
3206,6867
3207,6874
3208,6901
3209,6840
3210,6867
3211,6883
3212,6890
3213,6876
3214,6876
3215,6887
3216,6883
3217,6867
3218,6890
3219,6847
3220,6840
3221,6854
3222,6883
3223,6869
3224,6881
3225,6887
3226,6876
3227,6881
3228,6883
3229,6881
3230,6881
3231,6881
3232,6847
3233,6854
3234,6881
3235,6883
3236,6856
3237,6887
3238,6876
3239,6894
3240,6890
3241,6883
3242,6876
3243,6869
3244,6874
3245,6869
3246,6887
3247,6874
3248,6869
3249,6869
3250,6869
3251,6874
3252,6881
3253,6869
3254,6890
3255,6856
3256,6890
3257,6874
3258,6867
3259,6890
3260,6890
3261,6901
3262,6894
3263,6883
3264,6863
3265,6894
3266,6894
3267,6876
3268,6894
3269,6836
3270,6894
3271,6854
3272,6894
3273,6863
3274,6869
3275,6883
3276,6867
3277,6854
3278,6874
3279,6874
3280,6876
3281,6869
3282,6869
3283,6887
3284,6883
3285,6860
3286,6903
3287,6874
3288,6876
3289,6876
3290,6901
3291,6887
3292,6840
3293,6869
3294,6860
3295,6890
3296,6890
3297,6890
3298,6881
3299,6890
3300,6903
3301,6894
3302,6876
3303,6874
3304,6883
3305,6890
3306,6890
3307,6881
3308,6854
3309,6849
3310,6881
3311,6874
3312,6867
3313,6883
3314,6881
3315,6887
3316,6836
3317,6849
3318,6840
3319,6883
3320,6876
3321,6881
3322,6883
3323,6869
3324,6883
3325,6869
3326,6860
3327,6874
3328,6876
3329,6883
3330,6874
3331,6890
3332,6867
3333,6887
3334,6874
3335,6883
3336,6903
3337,6883
3338,6883
3339,6883
3340,6869
3341,6854
3342,6849
3343,6869
3344,6874
3345,6890
3346,6856
3347,6860
3348,6860
3349,6863
3350,6887
3351,6854
3352,6860
3353,6890
3354,6876
3355,6847
3356,6867
3357,6863
3358,6843
3359,6883
3360,6876
3361,6883
3362,6876
3363,6883
3364,6890
3365,6890
3366,6894
3367,6876
3368,6883
3369,6883
3370,6869
3371,6869
3372,6883
3373,6876
3374,6860
3375,6890
3376,6863
3377,6883
3378,6883
3379,6887
3380,6874
3381,6883
3382,6876
3383,6883
3384,6883
3385,6867
3386,6869
3387,6876
3388,6840
3389,6867
3390,6881
3391,6896
3392,6910
3393,6876
3394,6876
3395,6910
3396,6876
3397,6869
3398,6876
3399,6876
3400,6887
3401,6863
3402,6883
3403,6869
3404,6890
3405,6883
3406,6876
3407,6876
3408,6890
3409,6881
3410,6890
3411,6867
3412,6863
3413,6876
3414,6883
3415,6876
3416,6876
3417,6876
3418,6901
3419,6876
3420,6869
3421,6876
3422,6869
3423,6863
3424,6863
3425,6890
3426,6887
3427,6874
3428,6863
3429,6869
3430,6860
3431,6869
3432,6860
3433,6894
3434,6863
3435,6869
3436,6887
3437,6894
3438,6849
3439,6863
3440,6874
3441,6876
3442,6867
3443,6869
3444,6883
3445,6881
3446,6883
3447,6890
3448,6883
3449,6883
3450,6876
3451,6863
3452,6869
3453,6881
3454,6863
3455,6869
3456,6876
3457,6863
3458,6883
3459,6869
3460,6894
3461,6869
3462,6901
3463,6863
3464,6860
3465,6840
3466,6876
3467,6890
3468,6907
3469,6867
3470,6863
3471,6863
3472,6890
3473,6887
3474,6854
3475,6883
3476,6876
3477,6876
3478,6867
3479,6867
3480,6907
3481,6883
3482,6881
3483,6847
3484,6910
3485,6883
3486,6883
3487,6883
3488,6887
3489,6890
3490,6883
3491,6867
3492,6874
3493,6854
3494,6876
3495,6876
3496,6869
3497,6876
3498,6876
3499,6883
3500,6890
3501,6867
3502,6863
3503,6883
3504,6854
3505,6876
3506,6901
3507,6874
3508,6867
3509,6876
3510,6863
3511,6863
3512,6883
3513,6890
3514,6867
3515,6883
3516,6876
3517,6883
3518,6887
3519,6890
3520,6910
3521,6881
3522,6874
3523,6883
3524,6869
3525,6876
3526,6907
3527,6894
3528,6883
3529,6876
3530,6856
3531,6894
3532,6860
3533,6867
3534,6876
3535,6894
3536,6860
3537,6869
3538,6867
3539,6883
3540,6887
3541,6883
3542,6901
3543,6890
3544,6883
3545,6876
3546,6876
3547,6883
3548,6890
3549,6860
3550,6860
3551,6863
3552,6854
3553,6869
3554,6854
3555,6863
3556,6854
3557,6856
3558,6890
3559,6863
3560,6881
3561,6887
3562,6890
3563,6890
3564,6869
3565,6863
3566,6883
3567,6881
3568,6867
3569,6869
3570,6883
3571,6883
3572,6876
3573,6883
3574,6876
3575,6890
3576,6883
3577,6874
3578,6876
3579,6894
3580,6867
3581,6863
3582,6869
3583,6863
3584,6869
3585,6894
3586,6869
3587,6883
3588,6881
3589,6890
3590,6876
3591,6874
3592,6860
3593,6881
3594,6887
3595,6890
3596,6890
3597,6883
3598,6894
3599,6883
3600,6874
3601,6867
3602,6876
3603,6869
3604,6894
3605,6869
3606,6883
3607,6883
3608,6860
3609,6869
3610,6863
3611,6856
3612,6894
3613,6869
3614,6890
3615,6876
3616,6867
3617,6867
3618,6876
3619,6883
3620,6867
3621,6901
3622,6883
3623,6890
3624,6836
3625,6890
3626,6860
3627,6874
3628,6883
3629,6854
3630,6883
3631,6894
3632,6869
3633,6890
3634,6903
3635,6890
3636,6856
3637,6869
3638,6860
3639,6887
3640,6894
3641,6869
3642,6874
3643,6854
3644,6874
3645,6894
3646,6863
3647,6860
3648,6903
3649,6887
3650,6887
3651,6876
3652,6881
3653,6847
3654,6894
3655,6860
3656,6860
3657,6883
3658,6869
3659,6869
3660,6883
3661,6854
3662,6890
3663,6883
3664,6863
3665,6887
3666,6890
3667,6869
3668,6847
3669,6869
3670,6869
3671,6883
3672,6883
3673,6887
3674,6854
3675,6863
3676,6876
3677,6854
3678,6890
3679,6890
3680,6836
3681,6883
3682,6860
3683,6881
3684,6854
3685,6856
3686,6856
3687,6863
3688,6883
3689,6874
3690,6869
3691,6883
3692,6876
3693,6874
3694,6869
3695,6890
3696,6876
3697,6901
3698,6894
3699,6876
3700,6876
3701,6856
3702,6863
3703,6869
3704,6869
3705,6881
3706,6863
3707,6869
3708,6863
3709,6847
3710,6894
3711,6869
3712,6876
3713,6860
3714,6856
3715,6883
3716,6869
3717,6874
3718,6883
3719,6847
3720,6829
3721,6863
3722,6876
3723,6883
3724,6876
3725,6883
3726,6881
3727,6867
3728,6883
3729,6869
3730,6887
3731,6869
3732,6854
3733,6843
3734,6894
3735,6876
3736,6869
3737,6854
3738,6876
3739,6860
3740,6860
3741,6849
3742,6869
3743,6876
3744,6894
3745,6876
3746,6869
3747,6883
3748,6883
3749,6869
3750,6869
3751,6890
3752,6883
3753,6856
3754,6854
3755,6863
3756,6869
3757,6867
3758,6854
3759,6863
3760,6863
3761,6883
3762,6887
3763,6874
3764,6874
3765,6867
3766,6887
3767,6860
3768,6854
3769,6860
3770,6863
3771,6860
3772,6867
3773,6874
3774,6883
3775,6874
3776,6883
3777,6854
3778,6894
3779,6890
3780,6856
3781,6887
3782,6894
3783,6863
3784,6894
3785,6894
3786,6854
3787,6883
3788,6867
3789,6854
3790,6869
3791,6876
3792,6876
3793,6887
3794,6876
3795,6876
3796,6874
3797,6887
3798,6890
3799,6887
3800,6876
3801,6883
3802,6869
3803,6863
3804,6869
3805,6869
3806,6860
3807,6874
3808,6860
3809,6867
3810,6890
3811,6883
3812,6863
3813,6874
3814,6854
3815,6883
3816,6860
3817,6863
3818,6869
3819,6847
3820,6894
3821,6869
3822,6894
3823,6890
3824,6883
3825,6847
3826,6876
3827,6860
3828,6876
3829,6847
3830,6860
3831,6876
3832,6874
3833,6887
3834,6894
3835,6847
3836,6876
3837,6876
3838,6856
3839,6890
3840,6881
3841,6876
3842,6874
3843,6883
3844,6876
3845,6874
3846,6876
3847,6883
3848,6876
3849,6876
3850,6860
3851,6890
3852,6883
3853,6867
3854,6863
3855,6883
3856,6869
3857,6860
3858,6867
3859,6869
3860,6890
3861,6894
3862,6860
3863,6869
3864,6887
3865,6849
3866,6876
3867,6883
3868,6876
3869,6867
3870,6887
3871,6876
3872,6869
3873,6869
3874,6887
3875,6883
3876,6894
3877,6863
3878,6881
3879,6869
3880,6860
3881,6894
3882,6883
3883,6854
3884,6847
3885,6883
3886,6883
3887,6867
3888,6874
3889,6867
3890,6854
3891,6843
3892,6860
3893,6876
3894,6869
3895,6867
3896,6860
3897,6881
3898,6887
3899,6836
3900,6876
3901,6874
3902,6883
3903,6876
3904,6890
3905,6854
3906,6894
3907,6890
3908,6883
3909,6854
3910,6867
3911,6894
3912,6881
3913,6869
3914,6860
3915,6869
3916,6890
3917,6867
3918,6881
3919,6863
3920,6881
3921,6883
3922,6883
3923,6856
3924,6867
3925,6887
3926,6863
3927,6869
3928,6883
3929,6883
3930,6863
3931,6876
3932,6876
3933,6901
3934,6869
3935,6894
3936,6883
3937,6860
3938,6876
3939,6876
3940,6876
3941,6883
3942,6881
3943,6849
3944,6883
3945,6876
3946,6867
3947,6890
3948,6883
3949,6883
3950,6883
3951,6890
3952,6867
3953,6883
3954,6863
3955,6860
3956,6894
3957,6890
3958,6863
3959,6876
3960,6887
3961,6869
3962,6887
3963,6863
3964,6863
3965,6860
3966,6869
3967,6874
3968,6869
3969,6863
3970,6869
3971,6863
3972,6867
3973,6847
3974,6876
3975,6874
3976,6869
3977,6883
3978,6867
3979,6860
3980,6881
3981,6874
3982,6874
3983,6890
3984,6860
3985,6876
3986,6867
3987,6867
3988,6894
3989,6881
3990,6854
3991,6890
3992,6881
3993,6867
3994,6874
3995,6876
3996,6894
3997,6894
3998,6883
3999,6894
4000,6869
4001,6876
4002,6903
4003,6869
4004,6894
4005,6849
4006,6860
4007,6890
4008,6869
4009,6881
4010,6907
4011,6856
4012,6867
4013,6890
4014,6869
4015,6896
4016,6869
4017,6883
4018,6894
4019,6840
4020,6874
4021,6854
4022,6887
4023,6874
4024,6883
4025,6869
4026,6876
4027,6860
4028,6867
4029,6867
4030,6894
4031,6890
4032,6881
4033,6876
4034,6876
4035,6847
4036,6876
4037,6867
4038,6863
4039,6854
4040,6860
4041,6876
4042,6887
4043,6887
4044,6869
4045,6883
4046,6863
4047,6856
4048,6881
4049,6876
4050,6894
4051,6834
4052,6883
4053,6869
4054,6876
4055,6883
4056,6854
4057,6890
4058,6883
4059,6863
4060,6863
4061,6840
4062,6863
4063,6867
4064,6890
4065,6883
4066,6890
4067,6867
4068,6869
4069,6856
4070,6854
4071,6856
4072,6894
4073,6860
4074,6874
4075,6876
4076,6856
4077,6849
4078,6867
4079,6883
4080,6883
4081,6876
4082,6860
4083,6894
4084,6883
4085,6860
4086,6874
4087,6876
4088,6883
4089,6876
4090,6867
4091,6890
4092,6881
4093,6869
4094,6874
4095,6874
4096,6863
4097,6876
4098,6874
4099,6869
4100,6910
4101,6903
4102,6854
4103,6869
4104,6863
4105,6894
4106,6869
4107,6849
4108,6883
4109,6867
4110,6883
4111,6856
4112,6890
4113,6883
4114,6887
4115,6867
4116,6876
4117,6883
4118,6883
4119,6901
4120,6883
4121,6863
4122,6847
4123,6883
4124,6876
4125,6876
4126,6869
4127,6876
4128,6901
4129,6883
4130,6847
4131,6869
4132,6894
4133,6876
4134,6854
4135,6874
4136,6881
4137,6876
4138,6883
4139,6876
4140,6887
4141,6876
4142,6883
4143,6874
4144,6887
4145,6883
4146,6869
4147,6876
4148,6890
4149,6876
4150,6883
4151,6896
4152,6883
4153,6883
4154,6883
4155,6867
4156,6876
4157,6869
4158,6867
4159,6869
4160,6874
4161,6863
4162,6894
4163,6894
4164,6874
4165,6867
4166,6856
4167,6883
4168,6890
4169,6883
4170,6887
4171,6890
4172,6863
4173,6860
4174,6887
4175,6860
4176,6883
4177,6890
4178,6883
4179,6869
4180,6894
4181,6876
4182,6881
4183,6876
4184,6883
4185,6883
4186,6874
4187,6823
4188,6860
4189,6887
4190,6887
4191,6883
4192,6894
4193,6876
4194,6854
4195,6910
4196,6863
4197,6894
4198,6876
4199,6883
4200,6887
4201,6869
4202,6863
4203,6883
4204,6843
4205,6894
4206,6876
4207,6869
4208,6883
4209,6887
4210,6876
4211,6876
4212,6890
4213,6876
4214,6894
4215,6869
4216,6876
4217,6874
4218,6890
4219,6869
4220,6876
4221,6863
4222,6876
4223,6876
4224,6869
4225,6867
4226,6867
4227,6883
4228,6894
4229,6883
4230,6867
4231,6883
4232,6876
4233,6869
4234,6887
4235,6854
4236,6876
4237,6887
4238,6881
4239,6867
4240,6883
4241,6887
4242,6874
4243,6867
4244,6869
4245,6876
4246,6887
4247,6860
4248,6894
4249,6876
4250,6847
4251,6876
4252,6869
4253,6887
4254,6890
4255,6887
4256,6869
4257,6883
4258,6876
4259,6847
4260,6894
4261,6876
4262,6883
4263,6883
4264,6836
4265,6863
4266,6894
4267,6863
4268,6874
4269,6894
4270,6869
4271,6883
4272,6867
4273,6890
4274,6883
4275,6881
4276,6863
4277,6867
4278,6876
4279,6876
4280,6876
4281,6854
4282,6881
4283,6860
4284,6881
4285,6918
4286,6890
4287,6881
4288,6856
4289,6901
4290,6883
4291,6876
4292,6887
4293,6887
4294,6874
4295,6901
4296,6863
4297,6876
4298,6840
4299,6869
4300,6876
4301,6869
4302,6881
4303,6883
4304,6890
4305,6876
4306,6869
4307,6854
4308,6876
4309,6869
4310,6863
4311,6894
4312,6863
4313,6869
4314,6867
4315,6890
4316,6867
4317,6860
4318,6894
4319,6867
4320,6883
4321,6840
4322,6883
4323,6883
4324,6887
4325,6849
4326,6876
4327,6860
4328,6890
4329,6890
4330,6881
4331,6883
4332,6887
4333,6847
4334,6894
4335,6860
4336,6887
4337,6881
4338,6863
4339,6887
4340,6894
4341,6883
4342,6860
4343,6869
4344,6883
4345,6890
4346,6883
4347,6910
4348,6867
4349,6883
4350,6890
4351,6876
4352,6860
4353,6834
4354,6890
4355,6876
4356,6863
4357,6869
4358,6874
4359,6890
4360,6894
4361,6876
4362,6854
4363,6883
4364,6860
4365,6894
4366,6863
4367,6856
4368,6890
4369,6883
4370,6876
4371,6876
4372,6876
4373,6874
4374,6883
4375,6863
4376,6887
4377,6860
4378,6876
4379,6843
4380,6867
4381,6863
4382,6901
4383,6847
4384,6883
4385,6863
4386,6869
4387,6874
4388,6883
4389,6863
4390,6863
4391,6874
4392,6887
4393,6869
4394,6883
4395,6894
4396,6869
4397,6847
4398,6883
4399,6860
4400,6887
4401,6860
4402,6876
4403,6874
4404,6854
4405,6883
4406,6876
4407,6894
4408,6890
4409,6883
4410,6883
4411,6894
4412,6890
4413,6883
4414,6876
4415,6890
4416,6869
4417,6876
4418,6883
4419,6883
4420,6874
4421,6894
4422,6869
4423,6856
4424,6863
4425,6854
4426,6869
4427,6883
4428,6874
4429,6883
4430,6869
4431,6874
4432,6874
4433,6869
4434,6890
4435,6874
4436,6890
4437,6856
4438,6883
4439,6883
4440,6874
4441,6863
4442,6890
4443,6890
4444,6863
4445,6863
4446,6867
4447,6867
4448,6869
4449,6860
4450,6867
4451,6869
4452,6856
4453,6883
4454,6883
4455,6874
4456,6887
4457,6869
4458,6869
4459,6894
4460,6863
4461,6876
4462,6876
4463,6876
4464,6883
4465,6869
4466,6883
4467,6863
4468,6881
4469,6890
4470,6869
4471,6883
4472,6894
4473,6883
4474,6874
4475,6869
4476,6890
4477,6894
4478,6876
4479,6869
4480,6874
4481,6863
